symboling,normalized_losses,car_company,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,city_L/100km,horsepower_binned,diesel,gas,price
0,108,nissan,std,four,wagon,fwd,front,100.4,0.887073522,0.923611111,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,13.82352941,Medium,0,1,14399
0,108,nissan,std,four,sedan,fwd,front,100.4,0.887073522,0.923611111,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,19,25,12.36842105,Medium,0,1,13499
3,194,nissan,std,two,hatchback,rwd,front,91.3,0.820278712,0.943055556,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,12.36842105,High,0,1,17199
3,194,nissan,turbo,two,hatchback,rwd,front,91.3,0.820278712,0.943055556,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,17,23,13.82352941,High,0,1,19699
1,231,nissan,std,two,hatchback,rwd,front,99.2,0.857760692,0.943055556,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,12.36842105,High,0,1,18399
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12.36842105,Low,0,1,11900
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3197,l,four,152,idi,3.7,3.52,21,95,4150,28,33,8.392857143,Low,1,0,13200
0,122,peugot,std,four,wagon,rwd,front,114.2,0.955790485,0.95,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12.36842105,Low,0,1,12440
0,122,peugot,turbo,four,wagon,rwd,front,114.2,0.955790485,0.95,58.7,3430,l,four,152,idi,3.7,3.52,21,95,4150,25,25,9.4,Low,1,0,13860
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,12.36842105,Low,0,1,15580
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,8.392857143,Low,1,0,16900
0,122,peugot,std,four,wagon,rwd,front,114.2,0.955790485,0.95,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,12.36842105,Low,0,1,16695
0,122,peugot,turbo,four,wagon,rwd,front,114.2,0.955790485,0.95,58.7,3485,l,four,152,idi,3.7,3.52,21,95,4150,25,25,9.4,Low,1,0,17075
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12.36842105,Low,0,1,16630
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,8.392857143,Low,1,0,17950
0,161,peugot,turbo,four,sedan,rwd,front,108,0.897164825,0.948611111,56,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,18,24,13.05555556,Medium,0,1,18150
1,119,plymouth,std,two,hatchback,fwd,front,93.7,0.755886593,0.886111111,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,6.351351351,Low,0,1,5572
1,119,plymouth,turbo,two,hatchback,fwd,front,93.7,0.755886593,0.886111111,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,9.791666667,Medium,0,1,7957
1,154,plymouth,std,four,hatchback,fwd,front,93.7,0.755886593,0.886111111,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,7.580645161,Low,0,1,6229
1,154,plymouth,std,four,sedan,fwd,front,93.7,0.803940413,0.886111111,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,7.580645161,Low,0,1,6692
1,154,plymouth,std,four,sedan,fwd,front,93.7,0.803940413,0.886111111,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7.580645161,Low,0,1,7609
-1,74,plymouth,std,four,wagon,fwd,front,103.3,0.839019702,0.897222222,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,9.791666667,Low,0,1,8921
3,122,plymouth,turbo,two,hatchback,rwd,front,95.9,0.832292167,0.920833333,50.2,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,12.36842105,Medium,0,1,12764
3,186,porsche,std,two,hatchback,rwd,front,94.5,0.811629025,0.948611111,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,12.36842105,Medium,0,1,22018
3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.811629025,0.902777778,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,13.82352941,High,0,1,32528
3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.811629025,0.902777778,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,13.82352941,High,0,1,34028
3,122,porsche,std,two,convertible,rwd,rear,89.5,0.811629025,0.902777778,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,13.82352941,High,0,1,37028
0,122,renault,std,four,wagon,fwd,front,96.1,0.872176838,0.923611111,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.2561576,5125.369458,23,31,10.2173913,Medium,0,1,9295
2,122,renault,std,two,hatchback,fwd,front,96.1,0.849591543,0.925,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.2561576,5125.369458,23,31,10.2173913,Medium,0,1,9895
3,150,saab,std,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11.19047619,Medium,0,1,11850
2,104,saab,std,four,sedan,fwd,front,99.1,0.896684286,0.923611111,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,11.19047619,Medium,0,1,12170
3,150,saab,std,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,11.19047619,Medium,0,1,15040
2,104,saab,std,four,sedan,fwd,front,99.1,0.896684286,0.923611111,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,11.19047619,Medium,0,1,15510
3,150,saab,turbo,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,12.36842105,High,0,1,18150
2,104,saab,turbo,four,sedan,fwd,front,99.1,0.896684286,0.923611111,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,12.36842105,High,0,1,18620
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.75396444,0.880555556,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9,69,4900,31,36,7.580645161,Low,0,1,5118
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.758769822,0.883333333,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,9.038461538,Low,0,1,7053
2,83,subaru,std,two,hatchback,4wd,front,93.3,0.755886593,0.886111111,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,9.038461538,Low,0,1,7603
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525709,0.908333333,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7.34375,Low,0,1,7126
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525709,0.908333333,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,8.392857143,Low,0,1,7775
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525709,0.908333333,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,32,9.038461538,Low,0,1,9960
0,102,subaru,std,four,sedan,4wd,front,97,0.826525709,0.908333333,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9.791666667,Low,0,1,9233
0,102,subaru,turbo,four,sedan,4wd,front,97,0.826525709,0.908333333,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,9.791666667,Medium,0,1,11259
0,89,subaru,std,four,wagon,fwd,front,97,0.833733782,0.908333333,53,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,8.392857143,Low,0,1,7463
0,89,subaru,std,four,wagon,fwd,front,97,0.833733782,0.908333333,53,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,9.4,Low,0,1,10198
0,85,subaru,std,four,wagon,4wd,front,96.9,0.83421432,0.908333333,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,10.2173913,Low,0,1,8013
0,85,subaru,turbo,four,wagon,4wd,front,96.9,0.83421432,0.908333333,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,10.2173913,Medium,0,1,11694
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,6.714285714,Low,0,1,5348
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,7.580645161,Low,0,1,6338
1,74,toyota,std,four,hatchback,fwd,front,95.7,0.762614128,0.883333333,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,7.580645161,Low,0,1,6488
0,77,toyota,std,four,wagon,fwd,front,95.7,0.81547333,0.883333333,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,7.580645161,Low,0,1,6918
0,81,toyota,std,four,wagon,4wd,front,95.7,0.81547333,0.883333333,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8.703703704,Low,0,1,7898
0,91,toyota,std,four,wagon,4wd,front,95.7,0.81547333,0.883333333,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8.703703704,Low,0,1,8778
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,53,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7.833333333,Low,0,1,6938
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7.833333333,Low,0,1,7198
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,53,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,6.911764706,Low,1,0,7898
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,6.184210526,Low,1,0,7788
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,53,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,6.184210526,Low,0,1,7738
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8.392857143,Low,0,1,8358
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8.392857143,Low,0,1,9258
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948,0.888888889,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8.103448276,Low,0,1,8058
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8.103448276,Low,0,1,8238
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948,0.888888889,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9.038461538,Medium,0,1,9298
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9.038461538,Medium,0,1,9538
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,52,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9.791666667,Medium,0,1,8449
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,52,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9.791666667,Medium,0,1,9639
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,52,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9.791666667,Medium,0,1,9989
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,52,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9.791666667,Medium,0,1,11199
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,52,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9.791666667,Medium,0,1,11549
2,134,toyota,std,two,convertible,rwd,front,98.4,0.846708313,0.911111111,53,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9.791666667,Medium,0,1,17669
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.843825084,0.923611111,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8.103448276,Low,0,1,8948
-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.843825084,0.923611111,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,7.833333333,Low,1,0,10698
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,8.703703704,Low,0,1,9988
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.843825084,0.923611111,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,8.703703704,Low,0,1,10898
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,8.703703704,Low,0,1,11248
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,52,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,11.75,High,0,1,16558
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,52,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,12.36842105,High,0,1,15998
-1,90,toyota,std,four,sedan,rwd,front,104.5,0.902450745,0.923611111,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,11.75,High,0,1,15690
-1,122,toyota,std,four,wagon,rwd,front,104.5,0.902450745,0.923611111,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,12.36842105,High,0,1,15750
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,6.351351351,Low,1,0,7775
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8.703703704,Low,0,1,7975
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,6.351351351,Low,1,0,7995
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8.703703704,Low,0,1,8195
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8.703703704,Low,0,1,8495
2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,6.351351351,Low,1,0,9495
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9.038461538,Low,0,1,9995
3,122,volkswagen,std,two,convertible,fwd,front,94.5,0.765497357,0.891666667,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9.791666667,Low,0,1,11595
3,256,volkswagen,std,two,hatchback,fwd,front,94.5,0.796251802,0.888888889,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9.791666667,Low,0,1,9980
0,122,volkswagen,std,four,sedan,fwd,front,100.4,0.865929841,0.929166667,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,12.36842105,Medium,0,1,13295
0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,0.865929841,0.929166667,55.1,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,7.121212121,Low,1,0,13845
0,122,volkswagen,std,four,wagon,fwd,front,100.4,0.879865449,0.929166667,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,9.4,Low,0,1,12290
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.907256127,0.933333333,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,10.2173913,Medium,0,1,12940
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.907256127,0.933333333,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,10.2173913,Medium,0,1,13415
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.907256127,0.933333333,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,9.791666667,Medium,0,1,15985
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.907256127,0.933333333,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,9.791666667,Medium,0,1,16515
-2,103,volvo,turbo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,13.82352941,High,0,1,18420
-1,74,volvo,turbo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,13.82352941,High,0,1,18950
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,10.2173913,Medium,0,1,16845
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256127,0.955555556,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,12.36842105,High,0,1,19045
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,13.05555556,Medium,0,1,21485
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,9.038461538,Medium,1,0,22470
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,12.36842105,Medium,0,1,22625
